Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación;mensaje_completo;categoria_predicha;prioridad_predicha
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora;;;2024-04-21 12:02:07;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;un taxi;un taxi;;-2.900224;-78.989967;2024-04-07 17:08:13;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;un taxi un taxi;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-21 18:03:46;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-01-26 19:25:35;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-03-10 13:08:11;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
ktaxi;santo domingo;solicitud cliente;nunca llegó;;;;2024-02-20 12:56:22;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no me monte conducta sospechosa lleva dos clientes más   llevó otro cliente;;;;2024-04-27 02:45:00;hashtag;1;solicitud cliente no me monte conducta sospechosa lleva dos clientes más   llevó otro cliente;problemas de comportamiento;Urgente
ktaxi;ambato;solicitud conductor;si desea del servicio solicite caso contrario no;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;;;2024-01-26 17:47:20;hashtag;1;solicitud conductor si desea del servicio solicite caso contrario no;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale el cliente y no contesta mensajes y luego afirma que está en la unidad;;;;2024-05-05 16:29:20;hashtag;1;solicitud conductor no sale el cliente y no contesta mensajes y luego afirma que está en la unidad;problemas con el viaje;Alta
azutaxi;cuenca;x un robo;buen día me puede ayudar a quien le pertenece las placas aaa;;-2.902012;-78.985742;2024-01-06 07:40:43;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;x un robo buen día me puede ayudar a quien le pertenece las placas aaa;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;nunca saliob hace venir de gana;desde web:  se notifica al cliente que use de forma responsable la aplicación;;;2024-01-07 19:39:54;hashtag;1;solicitud conductor nunca saliob hace venir de gana;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;cliente c fue en otra unidad;;;;2024-03-16 03:24:46;hashtag;1;solicitud conductor cliente c fue en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-02-13 13:27:18;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
ktaxi;cuenca;solicitud conductor;la ubicación está mal;;;;2024-02-04 23:49:29;hashtag;1;solicitud conductor la ubicación está mal;problemas con la cuenta/app;Alta
ktaxi;ambato;solicitud cliente;no pudo venir;;;;2024-03-11 20:05:55;hashtag;2;solicitud cliente no pudo venir;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;pésimo servicio;;;;2024-02-25 05:05:16;hashtag;1;solicitud cliente pésimo servicio;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no sale   .. más hace perder el tiempo;;;;2024-04-04 21:30:36;hashtag;1;solicitud conductor cliente no sale   .. más hace perder el tiempo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-02-18 08:20:06;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;cliente cacelo la carte5;;;;2024-04-19 18:55:06;hashtag;1;solicitud conductor cliente cacelo la carte5;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-01-19 22:46:31;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-26 14:34:06;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ecutaxi;riobamba;solicitud cliente;nunca llegó    nunca llegó;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;;;2024-01-20 17:13:00;hashtag;1;solicitud cliente nunca llegó    nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pesima cliente no paga la carrera completa  ...  hace perder tiempo bloqueo;;;;2024-03-05 20:48:30;hashtag;1;solicitud conductor pesima cliente no paga la carrera completa  ...  hace perder tiempo bloqueo;problemas con el viaje;Alta
azutaxi;cuenca;carrera;antes de la hacienda san diego;;-2.866592;-78.95669;2024-03-17 02:07:24;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;carrera antes de la hacienda san diego;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancela;;;;2024-04-04 11:48:01;hashtag;1;solicitud conductor cliente cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancela la unidad en pleno tráfico estando a media cuadra del lugar;;;;2024-03-28 21:50:00;hashtag;1;solicitud conductor cliente cancela la unidad en pleno tráfico estando a media cuadra del lugar;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-01-01 18:13:21;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-05 19:59:42;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-04-05 15:52:40;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no aparece y tiene el móvil apagado;;;;2024-01-03 13:08:41;hashtag;1;solicitud conductor cliente no aparece y tiene el móvil apagado;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;velocidad excesiva;;;;2024-04-24 19:08:30;hashtag;1;solicitud cliente velocidad excesiva;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente solicita y no sale;;;;2024-02-07 22:02:49;hashtag;1;solicitud conductor mal cliente solicita y no sale;problemas con el viaje;Alta
clipp;loja;solicitud cliente;"reclamo por que le salió más en el taxímetro y se pagó con tarjeta; mal servicio";desde web: se contactó a la usuaria, nos menciona que en el taxímetro del conductor daba un valor y en el de la aplicación otro. se le explico que el homologado que esta en la unidad es el válido, se ofreció una disculpa por la actitud del conductor;;;2024-04-30 17:42:13;hashtag;1;"solicitud cliente reclamo por que le salió más en el taxímetro y se pagó con tarjeta; mal servicio";problemas con el pago;Inmediata
ktaxi;ambato;solicitud cliente;nunca llegó;;;;2024-02-08 13:53:46;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no sale;;;;2024-02-24 07:50:27;hashtag;1;solicitud conductor cliente no sale;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente  nunca llegó;;;;2024-02-06 11:12:16;hashtag;1;solicitud cliente llevó otro cliente  nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-12 00:55:15;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;eliminar cuenta;si quiero, voy a crear otra;;-2.867095;-78.97332;2024-05-03 15:33:06;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;eliminar cuenta si quiero, voy a crear otra;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;"cliente cancela poniendo a bordo
perdida de tiempo 
bloqueoooo";;;;2024-02-17 22:32:06;hashtag;1;"solicitud conductor cliente cancela poniendo a bordo
perdida de tiempo 
bloqueoooo";problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;malcriado de cliente me canselo no contesto me izó esperar;;;;2024-05-01 21:21:21;hashtag;1;solicitud conductor malcriado de cliente me canselo no contesto me izó esperar;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;cancela cuando uno llega;;;;2024-03-08 19:18:46;hashtag;1;solicitud conductor cancela cuando uno llega;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale me hace perdwr el tiempk;;;;2024-04-19 09:10:40;hashtag;1;solicitud conductor no sale me hace perdwr el tiempk;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no contesta  llamadas  ni mensajes  le espere 10 minutos  y no salio .;;;;2024-01-23 11:02:35;hashtag;1;solicitud conductor no contesta  llamadas  ni mensajes  le espere 10 minutos  y no salio .;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salio;;;;2024-04-26 01:15:21;hashtag;1;solicitud conductor nunca salio;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud cliente;"grosero
  actitud desagradable";;;;2024-04-24 22:31:13;hashtag;1;"solicitud cliente grosero
  actitud desagradable";problemas de comportamiento;Urgente
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-21 14:00:09;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mil disculpas;;;;2024-01-20 22:25:10;hashtag;1;solicitud conductor mil disculpas;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no pago diciendo q va hacer trasferencia hace pasar tiempo ojalá haga la transferencia;;;;2024-04-26 07:41:38;hashtag;2;solicitud conductor no pago diciendo q va hacer trasferencia hace pasar tiempo ojalá haga la transferencia;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: se revisó la bitácora, caso no relevante durante este mes;;;2024-01-31 21:33:47;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;dice q la minima en la ñoche ws 1.50 q asi le cobran todos;;;;2024-05-04 23:12:33;hashtag;2;solicitud conductor dice q la minima en la ñoche ws 1.50 q asi le cobran todos;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca puso taxímetro a la visibilidad del pasajero;;;;2024-01-22 14:17:37;hashtag;1;solicitud cliente nunca puso taxímetro a la visibilidad del pasajero;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-02 09:54:40;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;ok  canceló solicitud;;;;2024-04-23 07:01:02;hashtag;1;solicitud cliente ok  canceló solicitud;problemas con el viaje;Alta
pinos seguro;chiclayo;solicitud conductor;jhhyuuy7uuuuui;;;;2024-03-02 18:50:45;hashtag;1;solicitud conductor jhhyuuy7uuuuui;otros problemas;Baja
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-11 23:37:26;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;cobro inadecuado;;;;2024-03-01 05:53:53;hashtag;2;solicitud cliente cobro inadecuado;problemas con el pago;Inmediata
ktaxi;ambato;solicitud conductor;bo sale;;;;2024-02-05 07:58:29;hashtag;1;solicitud conductor bo sale;otros problemas;Baja
ktaxi;santo domingo;solicitud conductor;no es la.primera vez q cancela solicitudes;;;;2024-03-07 16:28:05;hashtag;1;solicitud conductor no es la.primera vez q cancela solicitudes;problemas con el viaje;Alta
clipp;loja;solicitud cliente;uso el teléfono mientras conducía;;;;2024-03-04 19:21:59;hashtag;1;solicitud cliente uso el teléfono mientras conducía;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;pésimo cliente aborda otra unidad no espera el tiempo que se le da;;;;2024-03-04 17:03:32;hashtag;1;solicitud conductor pésimo cliente aborda otra unidad no espera el tiempo que se le da;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela;;;;2024-03-13 12:22:17;hashtag;1;solicitud conductor cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no está en la ubicación indicada no responde teléfono ni mensajes;;;;2024-03-11 15:25:32;hashtag;1;solicitud conductor cliente no está en la ubicación indicada no responde teléfono ni mensajes;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale el cliente;;;;2024-03-01 14:56:07;hashtag;1;solicitud conductor no sale el cliente;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;se va en otro taxi;;;;2024-02-16 20:57:27;hashtag;1;solicitud conductor se va en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: no presenta mayor número de cancelaciones;;;2024-01-07 12:47:25;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
pinos seguro;chiclayo;eliminar cuenta;chiiuyyttyioooknbf;;-6.768612;-79.848272;2024-03-22 03:16:33;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;eliminar cuenta chiiuyyttyioooknbf;problemas con la cuenta/app;Alta
ktaxi;ambato;solicitud cliente;nunca llegó;;;;2024-02-02 19:43:59;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;bajo control de su temperamento;;;;2024-01-10 11:00:05;hashtag;1;solicitud cliente bajo control de su temperamento;otros problemas;Baja
ktaxi;loja;solicitud cliente;velocidad excesiva  llevó otro cliente;;;;2024-04-26 18:03:43;hashtag;1;solicitud cliente velocidad excesiva  llevó otro cliente;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;no acepta llevar mascotas apesar q se le indico que se le lleva amr do;desde web: se notifica al cliente sobre el comentario dejado por el cliente;;;2024-04-18 16:30:13;hashtag;1;solicitud cliente no acepta llevar mascotas apesar q se le indico que se le lleva amr do;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no se completó la carrera el cliente no contesta los mensajes ni las llamadas telefónicas;;;;2024-02-04 01:01:07;hashtag;1;solicitud conductor no se completó la carrera el cliente no contesta los mensajes ni las llamadas telefónicas;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-14 18:07:30;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-04-13 21:22:20;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;son demasiados los clientes deben ser bloqueados;;;;2024-01-15 21:42:42;hashtag;1;solicitud conductor son demasiados los clientes deben ser bloqueados;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no se realiza la carrera porque la cliente no sale y eso que estuve esperando como 10 minutos;;;;2024-04-22 19:04:33;hashtag;1;solicitud conductor no se realiza la carrera porque la cliente no sale y eso que estuve esperando como 10 minutos;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;velocidad excesiva  canceló solicitud;;;;2024-03-20 22:36:45;hashtag;1;solicitud cliente velocidad excesiva  canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente pide x gusto la unidad;;;;2024-01-27 11:59:00;hashtag;1;solicitud conductor cliente pide x gusto la unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no sale hace pasar tiempo;;;;2024-02-14 23:59:38;hashtag;1;solicitud conductor cliente no sale hace pasar tiempo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-05-07 10:48:11;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se fue en otro taxi;;;;2024-04-11 23:37:08;hashtag;1;solicitud conductor se fue en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-04 00:18:53;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
aló taxi;chiclayo;solicitud cliente;canceló solicitud;;;;2024-02-04 04:43:47;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela la solicitud;;;;2024-04-11 19:41:00;hashtag;1;solicitud conductor cancela la solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente pide unidad y no sale;;;;2024-04-07 04:08:20;hashtag;1;solicitud conductor cliente pide unidad y no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no fue la carrera que quería postular;;;;2024-01-22 18:11:55;hashtag;1;solicitud conductor no fue la carrera que quería postular;problemas con el viaje;Alta
