Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-02-03 21:41:58;hashtag;2
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-21 09:24:39;hashtag;1
azutaxi;cuenca;solicitud conductor;grosera;null;null;null;2024-03-23 17:49:12;hashtag;1
azutaxi;cuenca;solicitud conductor;mala persona se porta grosera al subir y no respeta;null;null;null;2024-01-07 12:23:00;hashtag;1
azutaxi;cuenca;solicitud conductor;no espera la unidad y aborda otra;null;null;null;2024-01-28 17:27:48;hashtag;1
azutaxi;cuenca;solicitud conductor;llego y me cancela;null;null;null;2024-03-06 12:21:47;hashtag;1
azutaxi;cuenca;solicitud conductor;piden pará no salir;null;null;null;2024-02-10 16:13:59;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-06 13:17:52;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale;null;null;null;2024-01-23 12:20:29;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio;null;null;null;2024-04-23 08:28:32;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo no sale ,bloquear  por favor;null;null;null;2024-01-16 05:59:38;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-19 18:03:09;hashtag;1
ktaxi;riobamba;solicitud cliente;canceló solicitud;desde web: se contactó con el cliente pidiendo disculpas por los inconvenientes presentados y que su mensaje se tomara en cuenta para mejorar el servicio. además se comunicó con el conductor recordándole que debe cumplir con cada solicitud que acepte.;null;null;2024-03-27 08:26:29;hashtag;2
azutaxi;cuenca;solicitud cliente;no llego;null;null;null;2024-04-18 23:13:03;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la carrera cuando ya se llego;null;null;null;2024-02-06 14:58:42;hashtag;1
ktaxi;santo domingo;solicitud cliente;canceló solicitud;null;null;null;2024-03-16 13:45:12;hashtag;2
azutaxi;cuenca;solicitud conductor;no salio full tiempo esperando;null;null;null;2024-03-15 23:56:22;hashtag;1
clipp;loja;solicitud cliente;"se le pidió esperar un momento pero su reacción fue grosera; mal servicio";null;null;null;2024-03-22 12:35:30;hashtag;1
azutaxi;cuenca;solicitud conductor;yaps;null;null;null;2024-04-17 20:40:03;hashtag;1
azutaxi;cuenca;solicitud conductor;llego a donde me da el gps como podrán ver los comentarios la llamo y no sabe ni donde esta que me ponga a buscar un letrero que diga se vende aquí hay mucho;null;null;null;2024-03-23 21:31:59;hashtag;1
azutaxi;cuenca;solicitud conductor;llego a 2 m le vi subiéndose en otro taxi se le pierde algo no la recogí por apurada;null;null;null;2024-02-07 11:29:03;hashtag;1
ktaxi;ambato;solicitud conductor;cliente no responde se a ido;null;null;null;2024-05-06 11:35:16;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-31 19:38:38;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-03 23:17:30;hashtag;1
azutaxi;cuenca;solicitud cliente;no llega avtiempo, no pregunta si solicitaron taco y lleva a otras personas, pesimo servicio no brinda solucion se molesta, irresponsable   llevó otro cliente  actitud desagradable  nunca llegó;desde web: caso no relevante, se revisó la bitácora;null;null;2024-02-07 06:53:12;hashtag;1
azutaxi;cuenca;solicitud cliente;uso del teléfono,;null;null;null;2024-01-25 12:08:35;hashtag;1
azutaxi;cuenca;solicitud conductor;no pago lo  completo;null;null;null;2024-03-28 08:02:33;hashtag;1
azutaxi;cuenca;solicitud conductor;señora para que llama si mas va hacer perder tirmpo y mas carreras  sea seria;null;null;null;2024-03-20 09:10:20;hashtag;1
ktaxi;riobamba;solicitud conductor;pedido falso actitud desagradable;desde web:  nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;null;null;2024-01-12 15:36:43;hashtag;1
azutaxi;cuenca;solicitud cliente;taxímetro alterado;null;null;null;2024-04-26 20:24:26;hashtag;1
azutaxi;cuenca;solicitud conductor;usuarios ebrios, estaban muy malcriados;null;null;null;2024-05-02 20:57:22;hashtag;1
azutaxi;cuenca;solicitud conductor;por favor que se tomen con seriedad uno no puede ir a lugares de mala via con la esperanza de asegurar una carrera y luego que se vayan y encima que llegue antes del tiempo dado;null;null;null;2024-04-16 18:04:05;hashtag;1
azutaxi;cuenca;solicitud conductor;malcriado;null;null;null;2024-04-07 03:04:26;hashtag;1
azutaxi;cuenca;solicitud conductor;no responde ni sale;null;null;null;2024-02-10 08:16:20;hashtag;2
azutaxi;cuenca;solicitud conductor;seva en otro taxi;null;null;null;2024-03-21 23:14:04;hashtag;1
ktaxi;ibarra;solicitud cliente;pésimo servicio me deja esperando y recoge otra carrera pésimo servicio;desde web: solicitud no atendida por el codnuctor;null;null;2024-04-18 08:50:31;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salio;null;null;null;2024-01-11 15:32:16;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancela a la carrera;null;null;null;2024-02-16 07:56:37;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva;null;null;null;2024-02-07 17:32:09;hashtag;1
ktaxi;loja;solicitud conductor;el cliente se a ido y no contesta el celular;null;null;null;2024-01-29 07:56:32;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-15 07:01:05;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancelo la solicitud en el lugar hace pasar tiempo;null;null;null;2024-03-03 15:21:42;hashtag;1
azutaxi;cuenca;solicitud conductor;ubicacion no consta;null;null;null;2024-03-18 08:36:28;hashtag;2
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-02-11 00:15:16;hashtag;1
ktaxi;quevedo;llamada a conductor desde historial;hablar con el; se le dejo un mensaje por interno al cliente;-1.027431;-79.467950;2024-03-21 15:24:02;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-19 15:36:06;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-04-05 17:03:45;hashtag;1
azutaxi;cuenca;solicitud conductor;que mal hace llegar al lugar y no responde se espera 10 min;desde web: se revisó la carrera, para constatar la novedad;null;null;2024-04-06 18:04:32;hashtag;1
azutaxi;cuenca;solicitud conductor;ya recoji alcliente;null;null;null;2024-03-04 16:06:47;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-08 12:22:43;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente finaliza;null;null;null;2024-03-11 15:15:27;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente solicita la unidad y luego aborda otra sin percatarse en las placas;null;null;null;2024-04-02 09:33:08;hashtag;1
clipp;loja;solicitud cliente;tomo a otra persona;null;null;null;2024-04-19 22:33:51;hashtag;1
azutaxi;cuenca;solicitud conductor;direccion. mala;null;null;null;2024-04-06 19:35:38;hashtag;1
azutaxi;cuenca;solicitud conductor;el internet esta defectuoso;null;null;null;2024-03-27 20:49:59;hashtag;1
azutaxi;cuenca;solicitud conductor;5 personas;null;null;null;2024-01-07 19:24:49;hashtag;1
azutaxi;cuenca;queja;los taxis no cuentan con recibo;null;-2.896539;-78.988967;2024-02-15 08:41:39;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;pésimo servicio   nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-19 12:25:36;hashtag;1
ktaxi;quevedo;solicitud cliente;cobro más de lo de siempre, , no cobra lo que realmente vale la carrera, yo todos los días tomo taxi a mi trabajo , y el señor se aprovechó.;null;null;null;2024-02-29 08:09:40;hashtag;1
azutaxi;cuenca;solicitud conductor;no abordo;null;null;null;2024-04-05 08:51:58;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no espera se va en otro taxi;null;null;null;2024-03-08 22:50:32;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-08 14:55:36;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;null;null;null;2024-05-04 18:17:59;hashtag;1
ktaxi;quevedo;solicitud cliente;pésimo servicio   nunca llegó;null;null;null;2024-04-21 16:25:07;hashtag;1
ktaxi;loja;solicitud cliente;canceló solicitud;null;null;null;2024-02-05 05:48:48;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió ni respondió los mensajes no llamadas;null;null;null;2024-03-06 18:18:33;hashtag;1
ktaxi;ambato;solicitud cliente;no utiliza el taxímetro y cobra un valor excesivo a lo que pago a diario   actitud desagradable;null;null;null;2024-02-07 18:48:44;hashtag;1
ktaxi;loja;solicitud cliente;mal servicio se pide la unidad y se va con otra carrera  llevó otro cliente;null;null;null;2024-04-26 14:58:35;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancelo la carrera;null;null;null;2024-02-17 12:55:26;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-30 20:59:22;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-25 06:56:58;hashtag;2
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-03-29 13:33:43;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-04 15:41:28;hashtag;1
azutaxi;cuenca;solicitud conductor;pide y no desea el taxi;null;null;null;2024-02-04 03:09:04;hashtag;1
azutaxi;cuenca;solicitud conductor;no se que pasa;null;null;null;2024-02-28 07:31:10;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no contesta mensajes ni llamadas;null;null;null;2024-03-20 12:35:58;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-02-12 20:29:37;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-04-13 15:21:28;hashtag;2
ktaxi;loja;solicitud conductor;mala dirección;null;null;null;2024-03-07 16:52:16;hashtag;1
azutaxi;cuenca;solicitud conductor;señora no paga el valor completo de la carrera;null;null;null;2024-03-21 21:28:27;hashtag;1
ktaxi;quevedo;solicitud conductor;llego al punto no responde ni llamadas ni mensaje;null;null;null;2024-03-01 07:36:11;hashtag;1
azutaxi;cuenca;consulta ;disculpe va a haber el servicio por el toque de queda;null;-2.912202;-79.002012;2024-01-08 22:25:51;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;mal cliente;null;null;null;2024-02-29 08:33:03;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llego  nunca llegó;null;null;null;2024-01-02 06:00:56;hashtag;1
ktaxi;cuenca;solicitud cliente;mal estado de vehículo;null;null;null;2024-01-20 16:02:19;hashtag;2
azutaxi;cuenca;solicitud conductor;este cliente está jugando con la aplicación pide y no sale;null;null;null;2024-02-25 01:46:06;hashtag;1
azutaxi;cuenca;solicitud cliente;recogió a otro;null;null;null;2024-02-05 17:04:20;hashtag;1
azutaxi;cuenca;solicitud conductor;mascota desaseada;null;null;null;2024-01-04 10:24:16;hashtag;1
ecutaxi;null;no puedo utilizar ecutaxi necesito q me ayuden x favor;ya que es muy necesario por mi trabajo;null;-0.258421;-79.161258;2024-03-18 12:13:58;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;llama y se hace el tonto que no llama solo hace perder el tiempo cliente indeceable;null;null;null;2024-02-07 20:34:55;hashtag;1
ktaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-14 19:14:47;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-04-11 20:28:46;hashtag;1
ktaxi;ambato;solicitud conductor;no espera  lo minutos;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-04-11 12:17:04;hashtag;1
azutaxi;cuenca;solicitud conductor;clientes ponen mal las ubicaciones;null;null;null;2024-03-31 02:45:28;hashtag;2
ktaxi;riobamba;solicitud cliente;nunca llegó;desde web: se contactó con el cliente pidiendo disculpas por los inconvenientes presentados y que su mensaje se tomara en cuenta para mejorar el servicio. además se comunicó con el conductor recordándole que debe cumplir con cada solicitud que acepte.;null;null;2024-03-29 14:39:43;hashtag;1
azutaxi;cuenca;solicitud conductor;indica mal la dirección gps al cliente;null;null;null;2024-04-14 18:59:37;hashtag;1
azutaxi;cuenca;solicitud conductor;no aparece , dice que la carrera a sido completada, mal usuario;null;null;null;2024-03-15 15:50:29;hashtag;1
azutaxi;cuenca;solicitud cliente;uso teléfono hablo/chat;null;null;null;2024-01-23 12:30:58;hashtag;2
ktaxi;ambato;solicitud cliente;nunca llegó;null;null;null;2024-02-11 15:34:15;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-02-09 01:50:08;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-11 22:25:07;hashtag;1
ktaxi;loja;eliminar cuenta;usar clipp;null;-4.001427;-79.195654;2024-04-29 20:14:20;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: se revisó la bitácora, no mayor número de carreras canceladas;null;null;2024-01-19 12:06:08;hashtag;2
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-04-17 10:12:43;hashtag;1
azutaxi;cuenca;solicitud conductor;mucho tráfico mil disculpas;null;null;null;2024-03-01 08:05:33;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-20 09:31:34;hashtag;1
azutaxi;cuenca;solicitud conductor;esta sra hace dos carreras y paga solo de una siempre dice q hace así tener encuenta esto xq saben calificar mal a uno;null;null;null;2024-03-03 20:55:33;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-05-08 17:37:52;hashtag;1
ktaxi;ambato;solicitud conductor;no salió, no responde mensajes ni llamadas, me retiro;null;null;null;2024-01-29 01:08:12;hashtag;1
ktaxi;loja;solicitud cliente;se demoran en aseptar la solicitud   canceló solicitud;null;null;null;2024-04-30 07:53:25;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-03-24 09:35:22;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-22 22:56:51;hashtag;1
azutaxi;cuenca;solicitud conductor;mal cliente cancela;null;null;null;2024-02-20 17:23:59;hashtag;1
ktaxi;quevedo;solicitud cliente;nunca llegó;null;null;null;2024-02-04 19:30:54;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio ni contesta;null;null;null;2024-02-03 19:14:15;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la carrera actitud desagradable;null;null;null;2024-03-10 21:56:05;hashtag;2
azutaxi;cuenca;solicitud conductor;está jugando con la app;null;null;null;2024-04-27 12:23:18;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-04-28 10:03:26;hashtag;1
azutaxi;cuenca;solicitud conductor;conpleto la carrera;null;null;null;2024-04-05 22:31:17;hashtag;2
azutaxi;cuenca;solicitud conductor;el cliente cancela la carrera desde la clínica 12 pasos por acá por la avenida de los cerezos;null;null;null;2024-03-08 20:56:36;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente solicitó 2 veces las carreras y luego canceló la solicitud se le llamó varias veces me no quiere contestar el teléfono;null;null;null;2024-02-26 06:26:18;hashtag;1
ktaxi;loja;solicitud cliente;cobró demás la carrera.;null;null;null;2024-02-08 22:29:35;hashtag;1
azutaxi;cuenca;solicitud conductor;mal cliente;null;null;null;2024-03-16 01:46:19;hashtag;1
azutaxi;cuenca;solicitud conductor;hace perder el tiempo;null;null;null;2024-01-19 17:34:31;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora;null;null;2024-04-22 07:44:45;hashtag;1
ktaxi;loja;solicitud conductor;no rstubo ahi;null;null;null;2024-04-26 21:09:54;hashtag;1
ktaxi;santo domingo;el número de ella ;la señora que me puede llamar cua do pueda;null;-0.238727;-79.172063;2024-02-19 19:55:16;#contactorevisar# #contacto_conductor_app# #contacto_de_solicitud_conductor#;0
azutaxi;cuenca;solicitud conductor;hace recorridos y no paga;null;null;null;2024-01-12 08:31:04;hashtag;1
ktaxi;tarija;solicitud conductor;cliente no sale espera más de 10;null;null;null;2024-02-25 04:22:52;hashtag;1
ktaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-04 19:47:14;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-13 15:45:00;hashtag;1
ktaxi;loja;solicitud cliente;velocidad excesiva;null;null;null;2024-03-03 19:56:08;hashtag;1
azutaxi;cuenca;solicitud conductor;no ago encomienda;null;null;null;2024-02-20 12:02:25;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió a tomar el taxi;null;null;null;2024-03-12 14:13:39;hashtag;1
ktaxi;loja;solicitud conductor;cliente no cancelo;null;null;null;2024-01-18 14:24:32;hashtag;1
azutaxi;cuenca;solicitud conductor;canselaron;null;null;null;2024-05-03 04:14:59;hashtag;1
azutaxi;cuenca;solicitud conductor;billlete viejo en malas condiciones si no pasa le devuelvo de 5 dolares;null;null;null;2024-02-16 21:35:53;hashtag;1
ktaxi;ambato;solicitud cliente;canceló solicitud;desde web: conductor informa al cliente que asigno tiempo por error;null;null;2024-04-13 07:48:22;hashtag;1
ktaxi;loja;solicitud cliente;velocidad excesiva;null;null;null;2024-04-15 05:04:10;hashtag;1
